data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-13 18:36:46.926606,thanos::sroute:5b2da079-88c8-4676-bffb-09188e873b21,FTL,trip-153686380865478149,IND802301AAA,Arrah_Katira_D (Bihar),IND804401AAA,Arwal_Rozapar_D (Bihar),2018-09-13 22:40:26.528980,2018-09-14 01:34:49.458768,174.0,False,34,2018-09-13 22:40:26.528980,34.616943041622726,170.0,52.0,70.0067,3.269230769230769,108.0,12.0,12.6474,9.0
training,2018-09-19 14:32:32.534009,thanos::sroute:9d80b949-2d55-4578-b0ee-881d4bfcc097,FTL,trip-153736755253375860,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-19 14:32:32.534009,2018-09-21 04:12:57.941594,2260.0,True,836,2018-09-20 05:27:56,836.6165834199018,1362.0,670.0,905.4368,2.032835820895522,30.0,16.0,23.3803,1.875
training,2018-09-20 13:01:49.234853,thanos::sroute:9d80b949-2d55-4578-b0ee-881d4bfcc097,FTL,trip-153744850923460655,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-20 13:01:49.234853,2018-09-22 10:06:50.965769,2705.0,True,44,2018-09-22 08:47:05,44.02747264973059,77.0,52.0,48.1154,1.4807692307692308,31.0,24.0,22.4623,1.2916666666666667
training,2018-09-14 19:10:30.210372,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153695223021009552,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-16 03:23:06.350352,2018-09-16 09:23:57.562926,360.0,True,66,2018-09-16 05:25:27,67.2190719934905,165.0,67.0,85.2627,2.462686567164179,45.0,29.0,33.217400000000005,1.5517241379310345
training,2018-09-18 00:34:46.450123,thanos::sroute:adfe08d8-90c1-4170-aea7-04ce5691b435,FTL,trip-153723089021847596,IND110037AAM,Delhi_Airport_H (Delhi),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-18 00:34:46.450123,2018-09-18 18:33:18.717029,1078.0,True,154,2018-09-18 14:13:20,154.19365189167442,237.0,122.0,172.9005,1.942622950819672,63.0,18.0,25.0393,3.5
training,2018-09-24 21:51:18.130789,thanos::sroute:be1c03eb-fd2f-4455-a933-5e3d0857e027,FTL,trip-153782587813052916,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-24 21:51:18.130789,2018-09-26 07:49:41.686953,2038.0,True,1100,2018-09-25 08:15:57,1101.502745668054,1399.0,839.0,1187.9336,1.66746126340882,34.0,17.0,24.6912,2.0
test,2018-10-03 06:06:12.280104,thanos::sroute:396d96a3-e2f8-4c40-af0e-056e11f57761,FTL,trip-153854677227982751,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND110037AAM,Delhi_Airport_H (Delhi),2018-10-03 06:06:12.280104,2018-10-04 19:08:48.872134,2222.0,True,374,2018-10-04 05:53:59,374.2179482679499,783.0,313.0,421.6277,2.501597444089457,72.0,16.0,23.0968,4.5
training,2018-09-26 01:01:32.368106,thanos::sroute:adfe08d8-90c1-4170-aea7-04ce5691b435,FTL,trip-153792369236786593,IND110037AAM,Delhi_Airport_H (Delhi),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-26 01:01:32.368106,2018-09-26 17:40:37.213998,999.0,True,110,2018-09-26 14:19:20,111.0003702397615,162.0,87.0,124.2153,1.862068965517241,28.0,17.0,25.3426,1.6470588235294117
training,2018-09-26 20:22:02.465103,thanos::sroute:67c77992-49e3-4594-9a75-9861ef082a00,FTL,trip-153799332246488949,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-26 20:22:02.465103,2018-09-28 11:21:26.843793,2339.0,True,704,2018-09-27 15:02:09,704.434871177542,1150.0,615.0,858.8236999999999,1.869918699186992,25.0,21.0,23.773,1.1904761904761905
training,2018-09-16 01:53:18.995079,thanos::sroute:eee176ce-1fb2-44a7-8642-3be38fec248c,FTL,trip-153706279962515030,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND756100AAC,Bhadrak_Central_I_2 (Orissa),2018-09-16 01:53:18.995079,2018-09-16 06:33:21.359160,280.0,True,88,2018-09-16 04:30:04,89.84207960286409,117.0,72.0,101.3445,1.625,29.0,17.0,25.141,1.7058823529411764
test,2018-09-30 01:57:36.543246,thanos::sroute:64d4c6c9-ffb9-4794-b9f1-05f064c9dd0d,FTL,trip-153827265654297232,IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-30 01:57:36.543246,2018-10-01 16:14:24.334897,2296.0,True,506,2018-10-01 00:26:00,506.3763089541607,915.0,476.0,605.867,1.9222689075630253,46.0,26.0,34.238699999999994,1.7692307692307692
training,2018-09-15 19:47:35.008366,thanos::sroute:7bc6ddd7-f8a3-4538-bca2-736a0e4655b2,FTL,trip-153704085500801984,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND515671AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),2018-09-15 19:47:35.008366,2018-09-15 21:55:09.089855,127.0,True,22,2018-09-15 20:47:24,22.55716704390123,53.0,25.0,31.0673,2.12,53.0,25.0,31.0673,2.12
test,2018-10-01 02:14:53.415709,thanos::sroute:64d4c6c9-ffb9-4794-b9f1-05f064c9dd0d,FTL,trip-153836009341531622,IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-10-01 02:14:53.415709,2018-10-02 13:11:58.679285,2097.0,True,352,2018-10-02 02:32:01,352.06774005047623,624.0,312.0,421.4714,2.0,31.0,22.0,27.9382,1.4090909090909092
test,2018-10-03 18:36:35.775736,thanos::sroute:69409580-4bf0-4bbf-96fe-9e7bc6582a27,FTL,trip-153859179577549691,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-10-03 22:53:41.447146,2018-10-05 07:37:35.339223,1963.0,True,572,2018-10-04 15:16:00,572.23776907908,960.0,567.0,700.4259000000001,1.693121693121693,23.0,24.0,22.3422,0.9583333333333334
test,2018-09-30 18:46:58.055591,thanos::sroute:65298ce5-d9ee-4614-80fe-0b619cfd3758,FTL,trip-153833321805533843,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),2018-09-30 18:46:58.055591,2018-10-03 00:15:47.310389,3208.0,True,946,2018-10-01 19:20:32,946.9489323748048,1730.0,872.0,1197.6697,1.9839449541284404,41.0,24.0,34.3795,1.7083333333333333
training,2018-09-21 18:37:09.322207,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153755502932196495,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-21 18:37:09.322207,2018-09-24 09:59:15.691618,3802.0,True,924,2018-09-23 13:08:56,924.2195663973432,1238.0,841.0,1097.8467,1.4720570749108204,23.0,19.0,27.6192,1.2105263157894737
training,2018-09-13 14:34:29.166064,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153684926916579957,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-13 14:34:29.166064,2018-09-15 13:39:45.625419,2825.0,True,1386,2018-09-13 23:39:23,1386.7698779135446,2280.0,1318.0,1816.9401,1.7298937784522004,27.0,18.0,25.5147,1.5
training,2018-09-13 03:17:40.312705,thanos::sroute:73ae8c08-426a-4afe-bce9-4dad540b413b,FTL,trip-153680866031242800,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-13 03:17:40.312705,2018-09-13 12:32:22.020145,554.0,True,220,2018-09-13 06:11:25,223.24373420702648,357.0,204.0,259.4033,1.75,34.0,20.0,25.9432,1.7
test,2018-10-01 21:58:14.103994,thanos::sroute:a8dd8c7f-c295-4785-9e9c-53fcd13ff0a5,FTL,trip-153843109410376388,IND852118A1B,,IND854326AAB,Purnia_Central_H_2 (Bihar),2018-10-02 03:03:23.107148,2018-10-02 12:39:11.551974,575.0,False,64,2018-10-02 03:56:30,64.96725848837725,156.0,51.0,72.37660000000001,3.0588235294117645,81.0,24.0,26.9071,3.375
training,2018-09-19 06:16:22.566775,thanos::sroute:a35bdc5d-fa1e-4e69-8005-90dec13ad421,Carting,trip-153733778256646858,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411036AAA,Pune_Mundhawa_L (Maharashtra),2018-09-19 06:16:22.566775,2018-09-19 10:03:17.581150,226.0,False,21,2018-09-19 07:31:26,21.492079490520656,58.0,28.0,25.4763,2.071428571428572,5.0,5.0,4.2144,1.0
training,2018-09-20 13:15:31.118938,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153744933111865413,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-20 13:15:31.118938,2018-09-22 17:47:25.279282,3151.0,True,1056,2018-09-21 00:45:18,1057.3020284329846,2378.0,804.0,1138.0026,2.95771144278607,30.0,17.0,24.9904,1.7647058823529411
training,2018-09-15 04:59:07.953513,thanos::sroute:25dd334d-e30d-4cfa-b6e8-192bcfe84fcc,FTL,trip-153698754842609722,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-15 16:52:00.577916,2018-09-17 10:12:52.100329,2480.0,True,242,2018-09-16 23:37:18,242.0120992610462,602.0,233.0,291.7998,2.5836909871244638,35.0,19.0,22.9816,1.8421052631578947
training,2018-09-21 13:25:54.817333,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,FTL,trip-153753635481711746,IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND334001AAB,Bikaner_DC (Rajasthan),2018-09-21 19:51:47.616602,2018-09-22 01:17:49.720255,326.0,True,88,2018-09-21 23:27:18,88.2686360297034,100.0,66.0,92.406,1.5151515151515151,21.0,15.0,22.4129,1.4
training,2018-09-15 10:29:00.801692,thanos::sroute:3592c86e-c3d1-429b-917a-ebe9051215dc,FTL,trip-153700734080145609,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-17 00:24:11.551479,2018-09-19 12:13:48.389478,3589.0,True,308,2018-09-19 03:01:19,309.18580950239016,534.0,252.0,356.506,2.119047619047619,44.0,16.0,24.014,2.75
training,2018-09-15 06:05:41.613364,thanos::sroute:7c115632-8e81-4330-904a-9c7a6d6262ef,FTL,trip-153699154161311337,IND151001AAA,Bhatinda_DPC (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-15 21:54:46.045426,2018-09-16 04:41:01.478522,406.0,True,66,2018-09-16 02:00:14,66.20221416221698,119.0,59.0,84.0857,2.016949152542373,23.0,15.0,21.2599,1.5333333333333334
training,2018-09-13 22:07:16.382060,thanos::sroute:883e99fa-50a3-40e0-a2e2-9b12ed6ab8bf,FTL,trip-153687643638177475,IND845305AAA,Raxaul_KairiyaT_D (Bihar),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),2018-09-14 03:45:36.918063,2018-09-14 17:09:39.536975,804.0,True,66,2018-09-14 14:17:22,67.59953054441095,131.0,51.0,72.5077,2.5686274509803924,29.0,12.0,17.2697,2.4166666666666665
training,2018-09-18 18:15:54.728531,thanos::sroute:faef8565-4919-4d38-b5a6-a81f9c1da35c,Carting,trip-153729455472812642,IND400072AAB,Mumbai Hub (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),2018-09-18 18:15:54.728531,2018-09-18 19:24:11.152691,68.0,True,9,2018-09-18 18:59:54,9.724608881972276,20.0,8.0,11.48,2.5,20.0,8.0,11.48,2.5
test,2018-10-01 12:04:28.408178,thanos::sroute:2f34b3e1-eec1-4ef2-8ae7-474cedc6baec,FTL,trip-153839546840789679,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND506002AAA,Warangal_HunterRd_I (Telangana),2018-10-01 12:04:28.408178,2018-10-01 20:23:56.656793,499.0,True,44,2018-10-01 19:08:32,46.243976568578944,68.0,36.0,50.3411,1.8888888888888888,32.0,17.0,24.858400000000003,1.8823529411764703
training,2018-09-25 13:32:43.143548,thanos::sroute:69633991-6513-4476-9b36-99f82c3bd929,FTL,trip-153788236314328709,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND444005AAB,Akola_Gaurkshn_I (Maharashtra),2018-09-25 13:32:43.143548,2018-09-26 13:33:07.905112,1440.0,True,88,2018-09-26 10:15:21,88.87790356387002,186.0,74.0,103.5384,2.5135135135135136,32.0,16.0,24.0107,2.0
test,2018-09-30 20:02:46.987413,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153833776698720633,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-30 20:02:46.987413,2018-10-01 09:18:14.606853,795.0,True,198,2018-09-30 22:32:11,204.0284345341605,384.0,184.0,242.1392,2.0869565217391304,24.0,15.0,22.3421,1.6
training,2018-09-20 06:16:45.954043,thanos::sroute:a79ef6f8-1649-4f1f-a2eb-3a726089b2f3,FTL,trip-153742420595370966,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND431603AAA,Nanded_Aswningr_I (Maharashtra),2018-09-20 06:16:45.954043,2018-09-20 22:28:24.825293,971.0,True,286,2018-09-20 13:21:19,287.3441747705077,539.0,238.0,335.323,2.264705882352941,54.0,17.0,24.6957,3.176470588235294
test,2018-09-30 12:00:37.148671,thanos::sroute:7d2e13a2-7484-4702-b9c7-5f4c458340b2,FTL,trip-153830883714840443,IND757025AAA,Betnoti_MhliaDPP_D (Orissa),IND757001AAA,Baripada_KalikDPP_D (Orissa),2018-10-01 01:50:45.405612,2018-10-01 02:38:10.557750,47.0,False,21,2018-10-01 01:53:54,21.23638908047294,31.0,15.0,21.9013,2.066666666666667,31.0,15.0,21.9013,2.066666666666667
training,2018-09-15 23:15:18.918907,thanos::sroute:db3c468a-dd4e-4646-ae40-eb4d1a4d23d7,FTL,trip-153705331891862619,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),2018-09-16 04:57:11.916811,2018-09-17 06:59:18.845899,1562.0,True,22,2018-09-17 04:49:20,22.522852917294436,41.0,18.0,23.9217,2.2777777777777777,41.0,18.0,23.9217,2.2777777777777777
training,2018-09-21 11:20:02.798029,thanos::sroute:de0c83be-7a36-46cd-983b-8799fbe8dedc,Carting,trip-153752880279778390,IND834002AAB,Ranchi_Hub (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),2018-09-21 11:20:02.798029,2018-09-21 20:03:56.874467,523.0,True,18,2018-09-21 19:05:19,18.52909638934705,48.0,21.0,27.5348,2.2857142857142856,20.0,8.0,11.4566,2.5
training,2018-09-19 17:03:45.590902,thanos::sroute:db11f85c-d655-4f72-94fb-15ef3d6f26a6,Carting,trip-153737662559068507,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700065AAA,CCU_Beliaghata_DPC (West Bengal),2018-09-19 17:03:45.590902,2018-09-19 19:46:06.315392,162.0,True,9,2018-09-19 18:35:19,9.506730519853814,64.0,16.0,13.2664,4.0,64.0,16.0,13.2664,4.0
test,2018-09-28 17:15:58.805642,thanos::sroute:866bf6a0-7974-43e2-87ad-aac2ee8c1758,FTL,trip-153815495880538389,IND125001AAA,Hisar_ModelTwn_P (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-28 17:15:58.805642,2018-09-29 02:15:44.479983,539.0,True,44,2018-09-29 00:48:18,44.11203804922379,85.0,49.0,51.1627,1.7346938775510203,34.0,24.0,28.5337,1.4166666666666667
training,2018-09-20 11:51:52.972160,thanos::sroute:fccc9d7d-a31b-45e5-a1cf-eaa191e734e8,FTL,trip-153744431297187301,IND577201AAA,Shimoga_DC (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-21 03:59:44.107451,2018-09-21 11:17:53.435537,438.0,True,44,2018-09-21 09:17:32,44.71737654217615,93.0,46.0,53.2333,2.0217391304347827,45.0,16.0,22.5299,2.8125
test,2018-10-01 00:07:29.528441,thanos::sroute:9e13f8b8-837d-4541-8c0e-4475cfafc0bf,Carting,trip-153835244952815095,IND614620AAA,Manamelkudi_TmpleSrt_D (Tamil Nadu),IND630561AAA,Sivaganga_Wardno3_D (Tamil Nadu),2018-10-01 04:00:39.377193,2018-10-01 07:18:02.558282,197.0,True,36,2018-10-01 05:38:31,36.75264644578554,48.0,28.0,39.9437,1.7142857142857142,12.0,5.0,8.4178,2.4
training,2018-09-16 05:22:49.251092,thanos::sroute:6b0eb581-a169-4759-b407-a447a646e997,FTL,trip-153707536925084142,IND110037AAM,Delhi_Airport_H (Delhi),IND202001AAB,Aligarh_KhirByps_I (Uttar Pradesh),2018-09-16 05:22:49.251092,2018-09-16 12:41:24.264264,438.0,True,88,2018-09-16 09:15:23,92.53017519172936,191.0,99.0,109.8769,1.9292929292929293,89.0,48.0,51.344,1.8541666666666667
test,2018-10-02 18:37:56.286157,thanos::sroute:c0fc2d36-84dc-406b-b11f-5ebf7eb14f7d,Carting,trip-153850547628590872,IND262122AAB,Puranpur_MdothdRD_D (Uttar Pradesh),IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),2018-10-03 06:15:00.694218,2018-10-03 14:36:12.378778,501.0,True,90,2018-10-03 07:08:07,90.58649380196108,238.0,85.0,120.4222,2.8,16.0,7.0,10.0043,2.2857142857142856
training,2018-09-25 23:17:51.440362,thanos::sroute:f0f4fdd9-43f8-43fb-926c-453bd3033181,Carting,trip-153791747144011845,IND273304AAA,Nichlaul_Wardno13_D (Uttar Pradesh),IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),2018-09-26 04:14:28.045582,2018-09-26 15:06:29.390526,652.0,True,63,2018-09-26 05:20:02,63.18598959580585,218.0,63.0,74.4658,3.4603174603174605,18.0,11.0,10.3072,1.6363636363636365
training,2018-09-12 19:09:25.993926,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153677936599367940,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-13 06:44:44.883793,2018-09-15 10:15:22.856273,3090.0,True,110,2018-09-15 05:06:38,113.73919342549648,216.0,130.0,135.2962,1.6615384615384616,35.0,34.0,36.8661,1.0294117647058822
training,2018-09-22 03:36:02.329770,thanos::sroute:074d77c8-bd46-46c6-a625-cb9e55b56e2f,Carting,trip-153758736232952973,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560078AAC,BLR_JPNagar_Pc (Karnataka),2018-09-22 03:36:02.329770,2018-09-22 05:48:33.783274,132.0,True,9,2018-09-22 05:22:08,10.119896957527674,23.0,13.0,15.2208,1.7692307692307692,23.0,13.0,15.2208,1.7692307692307692
training,2018-09-25 01:43:47.690033,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,Carting,trip-153783982768977924,IND360530AAB,Jamjodhpur_Court_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-25 07:00:28.491770,2018-09-25 09:11:00.963571,130.0,True,54,2018-09-25 07:12:05,54.63455241273333,115.0,65.0,73.6719,1.7692307692307692,17.0,10.0,11.8956,1.7
training,2018-09-23 02:04:43.538133,thanos::sroute:fb308c0f-ea3a-48ef-a6c3-47763412a90f,FTL,trip-153766828353784506,IND206001AAA,Etawah_MhraChng_D (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-24 02:44:29.956906,2018-09-24 09:53:53.964865,429.0,True,66,2018-09-24 08:15:00,66.6589857381479,98.0,62.0,79.0672,1.5806451612903225,19.0,17.0,18.1415,1.1176470588235294
training,2018-09-14 21:10:33.664201,thanos::sroute:55f92e5f-4e98-4f2c-944d-98aceb61525b,FTL,trip-153695943366382133,IND852139AAB,Triveninganj_Central_D_1 (Bihar),IND854326AAB,Purnia_Central_H_2 (Bihar),2018-09-15 08:32:58.101332,2018-09-15 14:25:47.962127,352.0,True,22,2018-09-15 13:49:24,25.18110596159036,33.0,18.0,26.3686,1.8333333333333333,33.0,18.0,26.3686,1.8333333333333333
test,2018-09-30 21:44:33.111688,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,Carting,trip-153834387311147595,IND303503AAA,Lalsot_NWclyDPP_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),2018-10-01 07:07:28.076985,2018-10-01 09:17:52.231472,130.0,True,45,2018-10-01 07:44:34,45.33489598812279,87.0,45.0,63.5744,1.9333333333333331,18.0,11.0,16.937,1.6363636363636365
test,2018-10-03 03:39:53.094744,thanos::sroute:89ec005a-2499-47df-9239-0db38113f6be,Carting,trip-153853799309447487,IND792121AAB,Jairampur_Mdiclcly_D (Arunachal Pradesh),IND786181AAC,Margherita_CivilHPL_D (Assam),2018-10-03 06:13:45.782404,2018-10-03 07:38:09.267431,84.0,True,9,2018-10-03 07:11:54,9.1154664274611,24.0,8.0,12.4627,3.0,24.0,8.0,12.4627,3.0
training,2018-09-20 15:22:28.046537,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153745694804626435,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-20 15:22:28.046537,2018-09-22 16:32:30.960949,2950.0,True,418,2018-09-22 03:01:20,418.21769102279865,808.0,451.0,598.7548,1.7915742793791574,26.0,18.0,26.8125,1.4444444444444444
training,2018-09-12 01:08:56.145442,thanos::sroute:c446b063-ccbc-453b-9f94-0697e8c24c92,FTL,trip-153671453614506281,IND484446AAA,Dola_ChainDPP_D (Madhya Pradesh),IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),2018-09-12 10:22:50.788855,2018-09-12 23:47:49.909915,804.0,True,110,2018-09-12 13:56:30,110.37120043343675,289.0,130.0,178.96079999999998,2.223076923076923,91.0,41.0,57.843900000000005,2.2195121951219514
training,2018-09-18 17:19:51.452302,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153729119145204631,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-19 04:40:09.712402,2018-09-19 20:53:54.634887,973.0,True,22,2018-09-19 20:13:18,22.41436607912476,32.0,24.0,26.0666,1.3333333333333333,32.0,24.0,26.0666,1.3333333333333333
training,2018-09-21 21:25:46.590468,thanos::sroute:db3c468a-dd4e-4646-ae40-eb4d1a4d23d7,FTL,trip-153756514659007541,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),2018-09-22 06:20:44.295566,2018-09-23 05:43:52.165982,1403.0,True,506,2018-09-22 14:51:19,507.9680810764203,846.0,469.0,622.3666,1.8038379530916844,48.0,23.0,32.6356,2.0869565217391304
test,2018-09-30 22:15:06.367921,thanos::sroute:e866c00e-7bac-4648-aefb-bed86933f8ec,FTL,trip-153834570636760683,IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-10-02 00:36:09.750320,2018-10-02 05:22:57.160870,286.0,True,132,2018-10-02 01:51:59,132.08021493212783,192.0,111.0,152.7106,1.7297297297297298,26.0,18.0,25.6958,1.4444444444444444
training,2018-09-24 20:16:54.761269,thanos::sroute:27819e30-d5e6-407d-906e-019328f1c70a,Carting,trip-153782021476103634,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),2018-09-24 20:16:54.761269,2018-09-24 23:01:45.601546,164.0,True,27,2018-09-24 21:47:20,28.20813171735031,59.0,36.0,31.4742,1.6388888888888888,14.0,12.0,10.1183,1.1666666666666667
training,2018-09-18 01:14:13.241570,thanos::sroute:82facc11-0f66-496b-9d39-fa3891fb2683,FTL,trip-153723325324134376,IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),2018-09-18 05:12:46.700945,2018-09-18 11:13:24.824265,360.0,True,44,2018-09-18 06:51:55,44.18131588049194,62.0,46.0,49.7878,1.3478260869565215,28.0,20.0,21.8517,1.4
training,2018-09-22 19:50:35.972181,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153764583597192972,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-22 19:50:35.972181,2018-09-23 10:10:10.492051,859.0,True,22,2018-09-23 09:07:22,24.09700195392493,38.0,42.0,58.2387,0.9047619047619048,38.0,42.0,58.2387,0.9047619047619048
training,2018-09-25 19:15:10.937624,thanos::sroute:a75be24b-767a-4a8d-8ff6-46f86fc71864,FTL,trip-153790291093737426,IND621211AAA,Musiri_ThryrRD_D (Tamil Nadu),IND621010AAA,Thuraiyur_Mthrapuri_D (Tamil Nadu),2018-09-25 23:37:34.616201,2018-09-26 00:20:00.121555,42.0,False,23,2018-09-25 23:41:41.844863,23.285445183001475,33.0,22.0,23.9686,1.5,0.0,0.0,0.0,-1.0
test,2018-10-03 22:40:17.990277,thanos::sroute:d2d2f88b-f0bf-47e8-976f-dff09d50f4a4,Carting,trip-153860641799000683,IND110044AAB,Del_Okhla_PC (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-10-03 22:40:17.990277,2018-10-04 02:38:40.420084,238.0,True,18,2018-10-04 01:29:29,18.65253135972738,66.0,30.0,22.5364,2.2,48.0,12.0,12.9329,4.0
test,2018-09-30 03:58:34.142400,thanos::sroute:a78a08b2-ba1f-4d5a-837c-096fee6cfe2b,Carting,trip-153827991414215348,IND452001AAC,Jalgaon_DC (Maharashtra),IND425508AAB,Raver_Truptingr_D (Maharashtra),2018-09-30 03:58:34.142400,2018-10-01 06:54:46.936799,1616.0,True,9,2018-10-01 06:35:53,9.110633702121056,14.0,8.0,9.6533,1.75,14.0,8.0,9.6533,1.75
training,2018-09-13 22:44:31.041427,thanos::sroute:1b91220f-7441-4185-aa5b-bec4b1e00d24,Carting,trip-153687867104119242,IND603001AAA,Chennai_Chnglptu_DC (Tamil Nadu),IND603301AAA,Malemruvathur_Achipkam_D (Tamil Nadu),2018-09-14 02:28:06.274017,2018-09-14 03:39:23.323871,71.0,True,27,2018-09-14 03:01:29,27.616931423819423,33.0,26.0,28.5516,1.2692307692307692,9.0,9.0,9.6033,1.0
